56.1776542248746,15.5937888211874,Sydvästen 2,100140-3,133
56.1786178338323,15.5970576361125,Sunnanvinden 4,100150-8,90
56.1795652538715,15.5980872099871,Östanvinden 2,100152-9,94
56.1791038358108,15.5968879828119,Brisen 3,100157-6,60
56.1789409014966,15.5952745794758,Virvelvinden 2,100160-2,120
56.1784599561302,15.5906439842428,Berget 3,100166-5,34
56.1784599561302,15.5906439842428,Berget 3,100167-0,25
56.1802872649902,15.5918158049193,Ankarcrona 14,100178-0,120
56.1803250105329,15.5951832349923,Kastbyn 2,100184-3,60
56.1812998259278,15.5979853045244,Monsunen 1,100186-4,373
56.1817623256488,15.598959091375,Bokskogen 2,100188-5,70
56.180317250804,15.6023517665086,Karlskrona 5:19,100189-0,53
56.1826372094767,15.6019692327134,Lasarettet 3,100190-6,50
56.1831071011317,15.6051020251302,Lasarettet 3,100192-7,117
56.1815361192317,15.6066560743367,Lasarettet 3,100193-2,200
56.181289931739,15.6055567285815,Lasarettet 3,100194-8,330
56.1876409254703,15.6021442368576,Larven 1,100195-3,86
56.1886184252974,15.5951021348564,Harpan 1,100197-4,46
56.1805020933853,15.6194950847086,Frihulten 9,100199-5,72
56.180266890843,15.6198134831502,Frihulten 9,100200-9,33
56.1823181896496,15.6228430366414,Lanternan 1,100201-4,174
56.1824334557448,15.621362761015,Lanternan 1,100203-5,112
56.1868591718122,15.6058377728655,Annebo 7,100204-0,96
56.1868591718122,15.6058377728655,Annebo 7,100205-6,110
56.1868316688544,15.6041133485593,Annebo 8,100206-1,110
56.1858284308537,15.6034853456735,Annebo 8,100207-7,173
56.1858284308537,15.6034853456735,Annebo 8,100208-2,129
56.189714277429,15.6153573674475,Växthuset 2,100209-8,100
56.1894489228929,15.6163199111603,Växthuset 5,100211-9,100
56.1897938812048,15.6192097251118,Vinrankan 1,100212-4,98
56.1897938812048,15.6192097251118,Vinrankan 1,100214-5,90
56.1906352423535,15.6198517085226,Drivbänken 2,100215-0,112
56.1903654439316,15.6181070942289,Drivbänken 2,100216-6,112
56.1913230611028,15.6206523818574,Trädgårdsmästaren 1,100217-1,120
56.1918776505765,15.6211447606682,Blomkrukan 2,100218-7,100
56.1917515489425,15.6212071799508,Blomkrukan 2,100219-2,48
56.1923833460358,15.6224259693506,Spaljén 1,100220-8,140
56.1924755383386,15.621960142861,Spaljén 1,100221-3,150
56.191410623034,15.619316333245,Buketten 1,100222-9,113
56.192017587918,15.6201157090931,Buketten 1,100223-4,100
56.1909312266532,15.6163597860851,Rabatten 1,100225-5,138
56.1908198010009,15.617083118576,Rabatten 1,100226-0,93
56.1907893089022,15.6177916336625,Rabatten 1,100227-6,105
56.1905483596174,15.6156607620759,Trädgården 2,100228-1,68
56.1908756368455,15.6148925416512,Trädgården 2,100229-7,93
56.1917206273013,15.6148093710633,Trädgården 2,100230-2,82
56.1933516533242,15.6156573097632,Sunnadal 2,100231-8,113
56.1933157167547,15.6156567342671,Sunnadal 2,100232-3,113
56.1933875898936,15.6156578852606,Sunnadal 2,100233-9,113
56.1921654298374,15.6282074837077,Gullbernahult 7,100236-5,112
56.1914482773864,15.6366717464569,Gullbernahult 82,100237-0,44
56.1917702117824,15.6369671327463,Gullbernahult 82,100238-6,66
56.1926747584268,15.6357896425974,Gullbernahult 26,100239-1,52
56.1921576539081,15.6350076031396,Gullbernahult 26,100240-7,65
56.1923598517667,15.6341246499324,Gullbernahult 26,100241-2,72
56.1928318758653,15.6349381663379,Gullbernahult 26,100242-8,74
56.1923474145436,15.6330447793195,Gullbernahult 17,100243-3,133
56.1930625122942,15.6337656015556,Gullbernahult 26,100244-9,66
56.1907018496368,15.6368044096425,Gullbernahult 26,100245-4,64
56.1912376587117,15.6374417282492,Gullbernahult 21,100247-5,52
56.1904180278849,15.6378309796042,Gullbernahult 83,100248-0,70
56.1909815325924,15.6383237431596,Gullbernahult 26,100249-6,61
56.1903055615025,15.6387314732313,Gullbernahult 26,100250-1,68
56.1907069322515,15.6393021216269,Gullbernahult 23,100251-7,128
56.1906814453954,15.6355310882217,Gullbernahult 21,100252-2,178
56.1951214081303,15.6211004791689,Gullvivan 1,100253-8,216
56.1958276724517,15.6218048722361,Smörblomman 6,100254-3,199
56.1957771563897,15.6229160476975,Smörblomman 6,100255-9,181
56.1958435052796,15.6240130015896,Smörblomman 6,100256-4,171
56.1963560068805,15.6239407408353,Smörblomman 3,100258-5,171
56.19666707182,15.6228337715379,Smörblomman 3,100259-0,199
56.1971532694338,15.6226321361427,Smörblomman 3,100260-6,168
56.1975701069018,15.6219297583721,Smörblomman 3,100261-1,171
56.1972775990796,15.6211353189658,Smörblomman 3,100262-7,171
56.1964937940071,15.6215577892814,Smörblomman 2,100263-2,274
56.1964464424625,15.6202516184249,Smörblomman 2,100264-8,290
56.1971841915809,15.6200540092753,Smörblomman 2,100265-3,200
56.1971103555169,15.6186506922898,Smörblomman 2,100266-9,200
56.1965077737151,15.6187699233799,Smörblomman 2,100267-4,298
56.1962450148378,15.6174119475785,Smörblomman 2,100269-5,265
56.1956971434573,15.6173709164281,Smörblomman 11,100270-0,213
56.1951965244921,15.6168632933555,Smörblomman 11,100271-6,280
56.194809853055,15.6187264777852,Smörblomman 11,100272-1,335
56.1979224933342,15.616149553863,Svarvaren 6,100274-2,116
56.1984340269361,15.6162705723775,Svarvaren 6,100275-8,124
56.1968831805444,15.6101215190996,Motellet 2,100276-3,74
56.1984519057617,15.6108555651788,Gälbgjutaren 8,100277-9,48
56.198575852478,15.6112282258838,Gälbgjutaren 8,100278-4,46
56.1986223412322,15.6127278476122,Gälbgjutaren 8,100281-0,153
56.2011286468401,15.6271612461407,Välten 1,100282-6,70
56.2011283038689,15.620101521502,Vapensmeden 3,100283-1,120
56.2011282381956,15.627241829893,Välten 1,100284-7,44
56.2047008095208,15.6261395324247,Hästen 1,100286-8,195
56.2047008095208,15.6261395324247,Hästen 1,100287-3,195
56.2014379023166,15.635225402074,Hammaren 9,100288-9,100
56.2016412589465,15.6341165999826,Hammaren 9,100289-4,165
56.2050474707533,15.6339310112225,Telefonen 1,100291-5,200
56.2043272559198,15.6342092799903,Telefonen 1,100292-0,100
56.2089479681236,15.6372196402788,Lampan 3,100293-6,200
56.2026284797849,15.6360832547012,Hammaren 1,100295-7,82
56.2001533460762,15.6438593708374,Jära Kulle 1,100296-2,200
56.2001530104654,15.643923835995,Jära Kulle 1,100297-8,145
56.2010175556862,15.6538186938435,Sankt Jacobi 2,100298-3,39
56.2014125137153,15.6538898858548,Sankt Jacobi 2,100299-9,58
56.1967784517533,15.6619336672231,Kronotorp 2,100304-4,67
56.1914176918783,15.6596498579156,Potatisen 5,100307-0,20
56.2179258471419,15.6489303144332,Stolpskon 4,100308-6,25
56.1993167823041,15.661074809091,Kvarnhöjden 1,100309-1,157
56.1996701740922,15.6605167744009,Kvarnhöjden 1,100310-7,158
56.2640483862222,15.9502455247616,Kristianopel 1:11,100311-2,66
56.114922911392,15.470406789071,Hasslö 1:215,100312-8,100
56.1922628231637,15.8336689737564,Hammarby 1:13,100313-3,120
56.2778406373565,15.7380289362264,Kättilsmåla 1:49,100317-5,54
56.2635987926796,15.6220639881763,Östra Rödeby 3:6,100318-0,82
56.2610009008479,15.6169367248846,Mo 1:86,100319-6,78
56.2130565300512,15.2724260041625,Sömmaren 4,100321-7,169
56.2130565300512,15.2724260041625,Sömmaren 4,100322-2,122
56.2106143279039,15.2757458927042,Måns 10,100325-9,21
56.2111243943924,15.2766685064779,Lars 1,100326-4,79
56.2109830529674,15.2755873198813,Lars 7,100328-5,162
56.211493408823,15.2763809654081,Knut 19,100329-0,150
56.2108421127251,15.2783431475317,Per 4,100332-7,20
56.2101417907491,15.2781284935928,Olov 3,100333-2,46
56.2106097470647,15.2777933240637,Olov 5,100334-8,167
56.2101204052369,15.2796437655566,Xenofon 16,100335-3,29
56.2100129187878,15.2794978895819,Xenofon 17,100336-9,21
56.2102837646317,15.2789194811976,Xenofon 14,100337-4,25
56.2107298937586,15.280293074442,Viktor 26,100339-5,100
56.2102893595587,15.2804188336565,Ängeln 12,100340-0,59
56.2085442376897,15.2813411096817,Frida 4,100344-2,73
56.2084605843518,15.2825656830238,Gertrud 12,100345-8,198
56.2075597333702,15.283606890183,Gunhild 8,100346-3,69
56.2072186537478,15.2834592896467,Gunhild 8,100347-9,70
56.2069287432366,15.2845049656556,Gunhild 10,100348-4,50
56.2074389306291,15.2853470060068,Hedvig 1,100350-5,100
56.2025311784426,15.2862615509073,Telefonen 1,100355-2,200
56.2012971936693,15.2875901426987,Ronneby 25:24,100356-8,250
56.2015995579013,15.2811290912813,Ronneby 24:24,100357-3,56
56.2009778637267,15.2818981948045,Ronneby 16:179,100358-9,56
56.2023869750422,15.2785881569285,Tallen 2,100359-4,150
56.2027720747922,15.2791389767444,Tallen 2,100361-5,100
56.2037731667015,15.2774537638065,Orienteraren 1,100362-0,50
56.2043743349445,15.2778127254141,Simmaren 1,100365-7,73
56.2056425291544,15.2772093458356,Bollspelaren 11,100366-2,58
56.2050394442126,15.2777046976872,Bollspelaren 12,100367-8,80
56.206153345929,15.2777933470906,Spjutet 10,100370-4,31
56.2062085189071,15.2772295487633,Spjutet 10,100372-5,26
56.2062186945154,15.2766976647015,Spjutet 10,100373-0,26
56.2089951684273,15.27660481124,Påfågeln 13,100374-6,300
56.2080509626945,15.2769687900455,Påfågeln 12,100375-1,200
56.2080838075504,15.2743252311417,Lejonet 5,100377-2,33
56.2067625798187,15.2745414808685,Bollen 5,100383-5,24
56.2068514942719,15.2749612410168,Släggan 10,100384-0,46
56.2062250796322,15.2738283639856,Löparen 3,100386-1,144
56.2059106920922,15.2737938841071,Löparen 3,100388-2,62
56.2051418626349,15.2720475036203,Björnen 5,100391-9,62
56.204836848865,15.2718357929115,Björnen 5,100392-4,56
56.205336857748,15.2732578504123,Brottaren 3,100398-7,60
56.2048703021909,15.2729643844349,Brottaren 3,100400-6,61
56.2045357003764,15.2739452798985,Jägaren 1,100404-8,64
56.2043678432533,15.2726545517125,Fäktaren 9,100405-3,65
56.2041232675767,15.2735554828597,Fäktaren 8,100407-4,40
56.2037513109167,15.2711027645082,Illern 2,100410-0,110
56.2032482116727,15.2710830968389,Illern 2,100411-6,56
56.2026785356379,15.2727392774703,Ronneby 16:156,100412-1,200
56.2030916114468,15.2728389206308,Ronneby 16:156,100413-7,200
56.2018761137994,15.2699129157492,Älgen 4,100414-2,195
56.2028104716657,15.2699355963531,Älgen 4,100415-8,195
56.2007890535928,15.2698730463957,Älgen 1,100416-3,241
56.2021945690738,15.2680776738688,Älgen 5,100417-9,200
56.2030210777487,15.2681156762801,Älgen 6,100418-4,200
56.2089001412768,15.2666896840497,Mjölnaren 2,100420-5,150
56.2087333143797,15.2648829771815,Mjölnaren 2,100421-0,87
56.2084836425669,15.263994608298,Mjölnaren 2,100422-6,86
56.2078026004725,15.2673430102977,Odalmannen 2,100423-1,80
56.2075348730153,15.2665028831046,Odalmannen 2,100424-7,80
56.2081026331525,15.2657007855618,Odalmannen 2,100425-2,109
56.2071500637186,15.2657909206437,Odalmannen 2,100426-8,200
56.2076734143159,15.2647467064375,Odalmannen 2,100427-3,198
56.2069371988987,15.2644998307484,Odalmannen 2,100428-9,61
56.2058773669848,15.2643313380201,Ågården 1,100429-4,254
56.2062682258842,15.2664134987123,Ågården 1,100431-5,250
56.2032880047778,15.2566410335042,Hjorten 1,100432-0,300
56.2033617841071,15.2557227594604,Hjorten 1,100433-6,300
56.2028443988016,15.253914045127,Hjorten 1,100434-1,300
56.2026689256491,15.2518497277162,Hjorten 1,100435-7,300
56.2025495600984,15.2531061785428,Hjorten 1,100436-2,150
56.2023868806382,15.2535725380072,Hjorten 1,100437-8,300
56.2172897611069,15.26345852021,Tuvelyckan 3,100438-3,200
56.2171807802041,15.2681822564831,Karossen 6,100439-9,200
56.2150601866352,15.2723918427251,Sömmaren 3,100440-4,120
56.219147879298,15.280580258875,Skruven 7,100442-5,70
56.2186529624907,15.2809152714561,Skruven 7,100443-0,77
56.2181942027151,15.2811537904781,Mejseln 1,100444-6,25
56.2178974570954,15.2812644921309,Mejseln 1,100445-1,25
56.2166115703602,15.2817388049385,Mejseln 4,100446-7,150
56.2056124958392,15.2621372419977,Ronneby 24:14,100447-2,200
56.199382236092,15.2722484926095,Karlstorp 2:1,100448-8,148
56.199382236092,15.2722484926095,Karlstorp 2:1,100449-3,165
56.2485014657723,15.280246214232,Häggatorp 2:154,100454-0,40
56.2482604906385,15.2795344002522,Häggatorp 2:154,100455-6,34
56.2470764685233,15.2786705081313,Häggatorp 21:1,100456-1,23
56.2466523424457,15.2794904099829,Häggatorp 1:164,100458-2,80
56.2451889375497,15.2829651898747,Häggatorp 18:1,100459-8,109
56.2451412718717,15.2802216717467,Häggatorp 18:1,100460-3,175
56.24476011292,15.2818970439527,Häggatorp 18:1,100461-9,221
56.2449926058038,15.282382838371,Häggatorp 18:1,100462-4,224
56.24331280669,15.2782720585691,Häggatorp 1:163,100464-5,32
56.2459555237266,15.2856172486577,Kalleberga 5:47,100466-6,37
56.2457784579588,15.2883591432521,Kalleberga 9:90,100468-7,200
56.2423120575556,15.2837507301985,Kallinge Bruk 2:8,100473-4,187
56.242579582793,15.2923366350009,Bredåkra 13:5,100475-5,85
56.2422221828589,15.2914948896031,Bredåkra 13:4,100476-0,110
56.2416393311508,15.2910064180981,Bredåkra 13:3,100477-6,220
56.2469224781457,15.2947257305937,Kalleberga 3:89,100478-1,75
56.2392437082022,15.2934244568905,Kalleberga 8:204,100479-7,282
56.2368061552238,15.2945673819613,Kalleberga 8:204,100480-2,229
56.2361683339748,15.2945302220438,Kalleberga 8:204,100482-3,229
56.2367412337304,15.2839031381854,Kalleberga 13:12,100483-9,33
56.2363177403316,15.2844323804501,Kalleberga 13:17,100484-4,33
56.2457834021958,15.2862291561684,Kalleberga 5:41,100486-5,70
56.2385228167989,15.2905149159877,Kalleberga 8:136,100487-0,198
56.2243377416884,15.1227138556151,Hoby 11:6,100497-5,69
56.2268864528177,15.1256251385129,Hoby 3:28,100498-0,37
56.1649254110989,14.8716626167037,Läroverket 2,100499-6,147
56.1640721002195,14.8718908929826,Läroverket 2,100501-5,140
56.16396615624,14.8737107903883,Läroverket 2,100502-0,250
56.1648841795951,14.8752697254008,Läroverket 2,100503-6,190
56.1658027913399,14.8774406443085,Aspen 2,100504-1,80
56.1656043435954,14.8766522365909,Aspen 2,100505-7,40
56.1652902647426,14.8770397084592,Aspen 2,100506-2,47
56.1654799955713,14.8781018869808,Aspen 2,100507-8,54
56.1650842241597,14.8776522667778,Aspen 2,100508-3,54
56.1663515890117,14.8781796421161,Lönnen 3,100509-9,125
56.1659829152308,14.8778748519332,Lönnen 3,100510-4,48
56.1659829152308,14.8778748519332,Lönnen 3,100512-5,41
56.1656063513664,14.8786811894098,Lönnen 3,100513-0,72
56.165858725662,14.8795016446331,Lönnen 3,100514-6,72
56.1664854992833,14.8773096444072,Tallen 1,100515-1,64
56.1670876804041,14.8775170697342,Tallen 1,100516-7,80
56.1675098006631,14.877354689759,Tallen 1,100517-2,50
56.1673848430572,14.8781924749521,Tallen 1,100518-8,43
56.1669534832119,14.8780972197761,Tallen 1,100519-3,64
56.1697237458675,14.8721458558132,Karlsborg 7,100520-9,117
56.1685278482613,14.8712480009408,Svanen 11,100521-4,190
56.1680523963626,14.871958162224,Svanen 11,100523-5,193
56.1665126732678,14.8687748450702,Ystad 16,100524-0,42
56.1680933251379,14.8681575071401,Marstrand 18,100525-6,57
56.1685887303398,14.8693314092335,Marstrand 18,100526-1,35
56.1682470401085,14.86907490613,Marstrand 18,100527-7,59
56.1679851651481,14.8678358007205,Marstrand 18,100528-2,34
56.1679031622749,14.866773230575,Trosa 10,100529-8,133
56.168316161952,14.8664980329684,Trosa 10,100530-3,133
56.1674812119117,14.8670806604658,Trosa 10,100531-9,133
56.1683224259725,14.8640018926768,Viborg 23,100532-4,79
56.1685930780511,14.8650154947328,Viborg 22,100534-5,122
56.1686571266841,14.8660781426925,Kristianstad 21,100535-0,52
56.1690611226029,14.8657868593177,Kristianstad 21,100536-6,44
56.1692763871287,14.8654479163341,Kristianstad 21,100537-1,72
56.1685756878086,14.8655469909241,Kristianstad 17,100538-7,84
56.1691924078479,14.8626138434776,Nyköping 15,100539-2,32
56.1689135964402,14.8623571710707,Nyköping 15,100540-8,142
56.1702920050937,14.8657664613075,Reval 17,100543-4,30
56.1695910433066,14.8656239658334,Reval 8,100545-5,33
56.1699496755253,14.864930212568,Reval 15,100546-0,60
56.1707613428504,14.8677457403786,Vaxholm 5,100547-6,90
56.1729933809945,14.8713780116287,Lasarettet 11,100548-1,275
56.1715707191639,14.8684515937938,Lasarettet 8,100549-7,83
56.1713112731513,14.8694993214351,Lasarettet 8,100550-2,150
56.1723330556833,14.8671766396001,Södertälje 14,100551-8,144
56.1712014193007,14.8675831758295,Södertälje 15,100552-3,122
56.1711358453571,14.8651032056355,Karlskrona 25,100554-4,40
56.1704255636344,14.8646547593003,Karlskrona 26,100556-5,90
56.1708893065819,14.8615287454096,Uppsala 12,100558-6,150
56.1719035968405,14.8606553987065,Kungsör 12,100559-1,116
56.1719035968405,14.8606553987065,Kungsör 12,100560-7,38
56.1720198155641,14.8601396005572,Kungsör 12,100561-2,50
56.1715698518292,14.859497022069,Kungsör 13,100562-8,113
56.1715698518292,14.859497022069,Kungsör 13,100563-3,86
56.1724912772373,14.8639549463157,Skänninge 13,100564-9,125
56.172922753735,14.8641466916654,Linköping 21,100565-4,80
56.173204551111,14.8671575250155,Plommonet 2,100567-5,43
56.1734388429719,14.8678009613383,Plommonet 5,100568-0,35
56.1743904058075,14.8670406847669,Plommonet 4,100569-6,89
56.1737713961259,14.8679125625713,Plommonet 4,100570-1,84
56.1740484679771,14.8665586748394,Plommonet 3,100571-7,80
56.1738042035636,14.8650133186708,Växjö 12,100572-2,61
56.1740282387482,14.8644810221306,Växjö 12,100573-8,53
56.1739747714525,14.8648838693781,Växjö 12,100574-3,53
56.1728905793164,14.859476093242,Gävle 9,100578-5,83
56.1738786724801,14.8592792085123,Norrköping 10,100579-0,37
56.1747176912859,14.8623364067316,Sölvesborg 23,100580-6,24
56.1747176912859,14.8623364067316,Sölvesborg 23,100581-1,22
56.1756889110318,14.8631221780749,Trädgården 16,100582-7,64
56.1754020779212,14.8637352628618,Trädgården 16,100583-2,64
56.1745119024219,14.8631102590172,Trädgården 17,100584-8,77
56.1745119024219,14.8631102590172,Trädgården 17,100585-3,77
56.1752393208977,14.8628016399195,Trädgården 17,100586-9,77
56.1746919874968,14.8634639647213,Trädgården 17,100587-4,130
56.1759687846656,14.8643453288737,Päronet 25,100589-5,50
56.1764177878128,14.8641343496658,Päronet 22,100590-0,50
56.1763287531608,14.8648756018507,Päronet 22,100591-6,38
56.1752013129889,14.8609494853115,Gränna 15,100592-1,125
56.1749666211662,14.8599839271755,Örebro 15,100593-7,174
56.1772709964548,14.8559002822387,Spiggen 4,100594-2,52
56.1784050041329,14.8575712884818,Gustavsborg 4,100595-8,50
56.1784050041329,14.8575712884818,Gustavsborg 4,100596-3,50
56.1790135021779,14.8633519752503,Toppmurklan 1,100597-9,104
56.1791749230585,14.8630775567358,Toppmurklan 1,100598-4,121
56.1796963004468,14.8633173321359,Toppmurklan 2,100600-3,121
56.1793821754306,14.8636245121271,Toppmurklan 2,100601-9,104
56.1800475366191,14.8640732023344,Champinjonen 2,100602-4,121
56.1797606637661,14.8646541321229,Champinjonen 2,100604-5,104
56.1803802519327,14.8643297712061,Champinjonen 3,100605-0,121
56.1801921562971,14.8648620303215,Champinjonen 3,100606-6,104
56.1797710173768,14.8659105808019,Fingersvampen 4,100607-1,84
56.1794023316689,14.8656219106899,Fingersvampen 4,100608-7,84
56.1811414524463,14.8620717761712,Jaguaren 11,100609-2,57
56.1864025811369,14.858621144065,Kamelen 10,100610-8,175
56.1873103062038,14.8588594859656,Kamelen 10,100611-3,130
56.1876605600871,14.8587293036882,Kamelen 10,100612-9,130
56.1879550345225,14.8569719905677,Fridhem 1,100613-4,250
56.1871101237506,14.856669007785,Fridhem 1,100615-5,250
56.1865885469634,14.8562681607651,Fridhem 1,100616-0,96
56.1871132957454,14.8517387662165,Samariten 2,100617-6,117
56.1870863418241,14.8517388701362,Samariten 2,100618-1,212
56.1831669782733,14.850046296962,Kristineberg 3,100620-2,42
56.1818535912228,14.8487143157306,Brandmannen 1,100621-8,40
56.1773715955537,14.8426109844627,Karlshamn 6:1,100622-3,68
56.1777822991631,14.8477155262023,Rörmokaren 3,100623-9,60
56.1720707943063,14.8499768055193,Stenhagen 1,100624-4,226
56.1705262706573,14.8506753388449,Stenhagen 1,100626-5,226
56.1728157462478,14.8568994268473,Dalsland 15,100627-0,250
56.1730843889347,14.8561253403589,Dalsland 15,100628-6,210
56.1725188791073,14.8565784159738,Dalsland 15,100629-1,41
56.1716563513319,14.8565816310002,Skåne 16,100630-7,300
56.1722857069984,14.8569497151163,Skåne 16,100631-2,73
56.1690217952862,14.854836082912,Kilen 1,100632-8,85
56.1692190793741,14.8545132513117,Kilen 1,100633-3,150
56.169614347876,14.8544634432783,Kilen 1,100634-9,45
56.1678724181695,14.8554040517632,Spaden 1,100635-4,50
56.163224288154,14.8454705636885,Lastbilen 1,100638-0,58
56.1547870813022,14.8313056959266,Kölö 1,100639-6,70
56.1763140216949,14.8678716180159,Karlshamn 4:19,100640-1,166
56.1678510305698,14.8684321017184,Visby 13,100643-8,120
56.1675615876167,14.8585454361903,Sockerbruket 19,100644-3,45
56.1674725495995,14.8592543234843,Sockerbruket 20,100645-9,250
56.1712896159677,14.8580002585773,Södermanland 12,100646-4,45
56.2083577555659,14.8342141278646,Asarum 1:33,100649-0,35
56.2091853950462,14.8350004917676,Asarum 33:2,100650-6,48
56.2070288968433,14.8348646698756,Asarum 32:1,100651-1,150
56.2668983764614,14.7703805148037,Möllegården 1:137,100657-4,88
56.2666110825972,14.7704952524495,Möllegården 1:137,100659-5,50
56.2673779019625,14.7673584140727,Möllegården 1:152,100662-1,77
56.2627543224731,14.764448320053,Öjavad 2:112,100663-7,32
56.2621610699776,14.764306673617,Öjavad 2:112,100665-8,50
